Profili IPE,G,h,b,tw,tf,r,A,hi,d,Ø,pmin,pmax,AL,AG,Iy,Wel.y,Wpl.y,iy,Avz,Iz,Wel.z,Wpl.z, iz,ss,It,Iwx10-3,,,,,,,,,,
b = 120,120,6.3,21.4,27.3,568,4.56,94.7,114,955,146,0.453,46.7,,,,,,,,,,,,,,,,,,,,,,,,
b = 120,120,8,26.4,33.6,670,4.46,112,137,1163,175,0.446,37.9,,,,,,,,,,,,,,,,,,,,,,,,
b = 120,120,10,31.8,40.6,763,4.34,127,161,1376,203,0.437,31.4,,,,,,,,,,,,,,,,,,,,,,,,
b = 120,120,12,35.8,45.7,774,4.12,129,171,1518,219,0.418,27.9,,,,,,,,,,,,,,,,,,,,,,,,
b = 120,120,12.5,36.9,47,781,4.08,130,174,1551,223,0.416,27.1,,,,,,,,,,,,,,,,,,,,,,,,
b = 140,140,4,16.8,21.3,651,5.52,93,108,1023,140,0.546,59.7,,,,,,,,,,,,,,,,,,,,,,,,
b = 140,140,5,20.7,26.4,789,5.47,113,132,1256,170,0.543,48.3,,,,,,,,,,,,,,,,,,,,,,,,
b = 140,140,6,24.5,31.2,918,5.42,131,155,1479,198,0.539,40.8,,,,,,,,,,,,,,,,,,,,,,,,
b = 140,140,6.3,25.4,32.3,937,5.38,134,159,1550,205,0.533,39.4,,,,,,,,,,,,,,,,,,,,,,,,
b = 140,140,8,31.4,40,1119,5.29,160,194,1901,248,0.526,31.8,,,,,,,,,,,,,,,,,,,,,,,,
b = 140,140,10,38.1,48.6,1296,5.17,185,229,2274,291,0.517,26.2,,,,,,,,,,,,,,,,,,,,,,,,
b = 140,140,12,43.4,55.3,1361,4.96,194,250,2567,322,0.498,23.1,,,,,,,,,,,,,,,,,,,,,,,,
b = 140,140,12.5,44.8,57,1383,4.92,198,256,2634,329,0.496,22.3,,,,,,,,,,,,,,,,,,,,,,,,
b = 150,150,4,18,22.9,807,5.93,108,125,1265,162,0.586,55.5,,,,,,,,,,,,,,,,,,,,,,,,
b = 150,150,5,22.3,28.4,981,5.88,131,153,1554,197,0.583,44.9,,,,,,,,,,,,,,,,,,,,,,,,
b = 150,150,6,26.4,33.6,1143,5.83,152,180,1833,230,0.579,37.9,,,,,,,,,,,,,,,,,,,,,,,,
b = 150,150,6.3,27.4,34.8,1169,5.79,156,185,1922,239,0.573,36.6,,,,,,,,,,,,,,,,,,,,,,,,
b = 150,150,8,33.9,43.2,1403,5.7,187,225,2364,289,0.566,29.5,,,,,,,,,,,,,,,,,,,,,,,,
b = 150,150,10,41.3,52.6,1636,5.58,218,268,2839,341,0.557,24.2,,,,,,,,,,,,,,,,,,,,,,,,
b = 150,150,12,47.1,60.1,1739,5.38,232,295,3231,380,0.538,21.2,,,,,,,,,,,,,,,,,,,,,,,,
b = 150,150,12.5,48.7,62,1772,5.34,236,302,3321,389,0.536,20.5,,,,,,,,,,,,,,,,,,,,,,,,
b = 150,150,16,58.7,74.8,1916,5.06,255,344,3830,440,0.518,17,,,,,,,,,,,,,,,,,,,,,,,,
b = 160,160,4,19.3,24.5,986,6.34,123,143,1541,185,0.626,51.9,,,,,,,,,,,,,,,,,,,,,,,,
b = 160,160,5,23.8,30.4,1201,6.29,150,175,1896,226,0.623,42,,,,,,,,,,,,,,,,,,,,,,,,
b = 160,160,6,28.3,36,1403,6.24,175,206,2239,264,0.619,35.4,,,,,,,,,,,,,,,,,,,,,,,,
b = 160,160,6.3,29.3,37.4,1438,6.2,180,212,2349,275,0.613,34.1,,,,,,,,,,,,,,,,,,,,,,,,
b = 160,160,8,36.5,46.4,1732,6.11,216,260,2897,334,0.606,27.4,,,,,,,,,,,,,,,,,,,,,,,,
b = 160,160,10,44.4,56.6,2030,5.99,254,310,3490,395,0.597,22.5,,,,,,,,,,,,,,,,,,,,,,,,
b = 160,160,12,50.9,64.9,2181,5.8,273,343,3997,443,0.578,19.6,,,,,,,,,,,,,,,,,,,,,,,,
b = 160,160,12.5,52.6,67,2226,5.76,278,352,4114,455,0.576,19,,,,,,,,,,,,,,,,,,,,,,,,
b = 160,160,16,63.7,81.2,2446,5.49,306,406,4799,520,0.558,15.7,,,,,,,,,,,,,,,,,,,,,,,,
b = 180,180,4,21.8,27.7,1421,7.16,158,182,2210,237,0.706,45.9,,,,,,,,,,,,,,,,,,,,,,,,
b = 180,180,5,27,34.4,1735,7.11,193,224,2724,290,0.703,37.1,,,,,,,,,,,,,,,,,,,,,,,,
b = 180,180,6,32.1,40.8,2034,7.06,226,264,3223,340,0.699,31.2,,,,,,,,,,,,,,,,,,,,,,,,
b = 180,180,6.3,33.3,42.4,2090,7.02,232,273,3383,354,0.693,30,,,,,,,,,,,,,,,,,,,,,,,,
b = 180,180,8,41.5,52.8,2535,6.93,282,335,4189,432,0.686,24.1,,,,,,,,,,,,,,,,,,,,,,,,
b = 180,180,10,50.7,64.6,2996,6.81,333,402,5074,515,0.677,19.7,,,,,,,,,,,,,,,,,,,,,,,,
b = 180,180,12,58.5,74.5,3273,6.63,364,451,5865,584,0.658,17.1,,,,,,,,,,,,,,,,,,,,,,,,
b = 180,180,12.5,60.5,77,3350,6.59,372,464,6050,600,0.656,16.5,,,,,,,,,,,,,,,,,,,,,,,,
b = 180,180,16,73.8,94,3772,6.34,419,542,7178,698,0.638,13.6,,,,,,,,,,,,,,,,,,,,,,,,
b = 200,200,4,24.3,30.9,1967,7.97,197,226,3049,295,0.786,41.2,,,,,,,,,,,,,,,,,,,,,,,,
b = 200,200,5,30.1,38.4,2408,7.92,241,279,3763,362,0.783,33.2,,,,,,,,,,,,,,,,,,,,,,,,
b = 200,200,6,35.8,45.6,2830,7.87,283,330,4459,426,0.779,27.9,,,,,,,,,,,,,,,,,,,,,,,,
b = 200,200,6.3,37.2,47.4,2916,7.84,292,341,4682,444,0.773,26.8,,,,,,,,,,,,,,,,,,,,,,,,
b = 200,200,8,46.5,59.2,3554,7.75,355,420,5815,544,0.766,21.5,,,,,,,,,,,,,,,,,,,,,,,,
b = 200,200,10,57,72.6,4228,7.63,423,507,7072,651,0.757,17.6,,,,,,,,,,,,,,,,,,,,,,,,
b = 200,200,12,66,84.1,4675,7.46,467,573,8230,743,0.738,15.2,,,,,,,,,,,,,,,,,,,,,,,,
b = 200,200,12.5,68.3,87,4797,7.42,480,590,8502,765,0.736,14.6,,,,,,,,,,,,,,,,,,,,,,,,
b = 200,200,16,83.8,107,5496,7.17,550,699,10210,901,0.718,11.9,,,,,,,,,,,,,,,,,,,,,,,,
b = 220,220,5,33.2,42.4,3236,8.74,294,340,5038,442,0.863,30.1,,,,,,,,,,,,,,,,,,,,,,,,
b = 220,220,6,39.6,50.4,3810,8.69,346,402,5976,521,0.859,25.3,,,,,,,,,,,,,,,,,,,,,,,,
b = 220,220,6.3,41.2,52.5,3934,8.66,358,416,6277,543,0.853,24.3,,,,,,,,,,,,,,,,,,,,,,,,
b = 220,220,8,51.5,65.6,4815,8.56,438,515,7815,668,0.846,19.4,,,,,,,,,,,,,,,,,,,,,,,,
b = 220,220,10,63.2,80.6,5757,8.45,523,623,9533,804,0.837,15.8,,,,,,,,,,,,,,,,,,,,,,,,
b = 220,220,12,73.5,93.7,6425,8.28,584,709,11149,922,0.818,13.6,,,,,,,,,,,,,,,,,,,,,,,,
b = 220,220,12.5,76.2,97,6605,8.25,600,732,11530,951,0.816,13.1,,,,,,,,,,,,,,,,,,,,,,,,
b = 220,220,16,93.9,120,7669,8.01,697,874,13971,1129,0.798,10.7,,,,,,,,,,,,,,,,,,,,,,,,
b = 250,250,5,38,48.4,4803,9.97,384,442,7443,577,0.983,26.3,,,,,,,,,,,,,,,,,,,,,,,,
b = 250,250,6,45.2,57.6,5668,9.92,453,524,8843,681,0.979,22.1,,,,,,,,,,,,,,,,,,,,,,,,
b = 250,250,6.3,47.1,60,5865,9.88,469,544,9290,711,0.973,21.2,,,,,,,,,,,,,,,,,,,,,,,,
b = 250,250,8,59.1,75.2,7214,9.79,577,675,11598,878,0.966,16.9,,,,,,,,,,,,,,,,,,,,,,,,
b = 250,250,10,72.7,92.6,8678,9.68,694,821,14197,1062,0.957,13.8,,,,,,,,,,,,,,,,,,,,,,,,
b = 250,250,12,84.8,108,9789,9.52,783,941,16691,1226,0.938,11.8,,,,,,,,,,,,,,,,,,,,,,,,
b = 250,250,12.5,88,112,10082,9.49,807,972,17283,1266,0.936,11.4,,,,,,,,,,,,,,,,,,,,,,,,
b = 250,250,16,109,139,11883,9.25,951,1173,21146,1520,0.918,9.18,,,,,,,,,,,,,,,,,,,,,,,,
b = 260,260,6,47.1,60,6400,10.3,492,569,9970,739,1.02,21.2,,,,,,,,,,,,,,,,,,,,,,,,
b = 260,260,6.3,49.1,62.6,6627,10.3,510,590,10475,772,1.01,20.4,,,,,,,,,,,,,,,,,,,,,,,,
b = 260,260,8,61.6,78.4,8163,10.2,628,733,13087,955,1.01,16.2,,,,,,,,,,,,,,,,,,,,,,,,
b = 260,260,10,75.8,96.6,9835,10.1,757,893,16035,1156,0.997,13.2,,,,,,,,,,,,,,,,,,,,,,,,
b = 260,260,12,88.6,113,11126,9.93,856,1025,18878,1337,0.978,11.3,,,,,,,,,,,,,,,,,,,,,,,,
b = 260,260,12.5,91.9,117,11465,9.9,882,1059,19553,1381,0.976,10.9,,,,,,,,,,,,,,,,,,,,,,,,
b = 260,260,16,114,145,13568,9.67,1044,1282,23986,1663,0.958,8.77,,,,,,,,,,,,,,,,,,,,,,,,
b = 300,300,6,54.7,69.6,9959,12,664,764,15434,997,1.18,18.3,,,,,,,,,,,,,,,,,,,,,,,,
b = 300,300,6.3,57,72.6,10333,11.9,689,795,16218,1042,1.17,17.5,,,,,,,,,,,,,,,,,,,,,,,,
b = 300,300,8,71.6,91.2,12783,11.8,852,990,20312,1293,1.17,14,,,,,,,,,,,,,,,,,,,,,,,,
b = 300,300,10,88.4,113,15484,11.7,1032,1210,24966,1572,1.16,11.3,,,,,,,,,,,,,,,,,,,,,,,,
b = 300,300,12,104,132,17682,11.6,1179,1399,29514,1829,1.14,9.65,,,,,,,,,,,,,,,,,,,,,,,,
b = 300,300,12.5,108,137,18252,11.5,1217,1447,30601,1892,1.14,9.3,,,,,,,,,,,,,,,,,,,,,,,,
b = 300,300,16,134,171,21877,11.3,1458,1767,37837,2299,1.12,7.46,,,,,,,,,,,,,,,,,,,,,,,,
b = 350,350,8,84.2,107,20660,13.9,1181,1365,32557,1787,1.37,11.9,,,,,,,,,,,,,,,,,,,,,,,,
b = 350,350,10,104,133,25148,13.8,1437,1674,40127,2182,1.36,9.61,,,,,,,,,,,,,,,,,,,,,,,,
b = 350,350,12,123,156,28954,13.6,1654,1946,47598,2552,1.34,8.16,,,,,,,,,,,,,,,,,,,,,,,,
b = 350,350,12.5,127,162,29932,13.6,1710,2016,49393,2642,1.34,7.86,,,,,,,,,,,,,,,,,,,,,,,,
b = 350,350,16,159,203,36277,13.4,2073,2481,61481,3238,1.32,6.28,,,,,,,,,,,,,,,,,,,,,,,,
b = 400,400,10,120,153,38169,15.8,1908,2213,60431,2892,1.56,8.35,,,,,,,,,,,,,,,,,,,,,,,,
b = 400,400,12,141,180,44204,15.7,2210,2584,71843,3395,1.54,7.07,,,,,,,,,,,,,,,,,,,,,,,,
b = 400,400,12.5,147,187,45746,15.6,2287,2679,74598,3518,1.54,6.81,,,,,,,,,,,,,,,,,,,,,,,,
b = 400,400,16,184,235,55884,15.4,2794,3315,93279,4336,1.52,5.43,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rettangolari a caldo,h,b,t ,M ,A ,I y,I z,ix ,iy ,Wel-y,Wel-z,Wpl-y,Wpl-z,It ,Ct ,Sup. est.,L per ton,,,,,,,,,,,,,,,,,,,
,[mm] ,[mm] ,[mm] ,[kg/m] ,[cm2] ,[cm4] ,[cm4] ,[cm] ,[cm] ,[cm3] ,[cm3] ,[cm3] ,[cm3] ,[cm4] ,[cm3] ,[m2/m] ,[m/t] ,,,,,,,,,,,,,,,,,,,
,450,250,16,166,211,55666,22020,16.2,10.2,2474,1762,3069,2028,50545,2947,1.36,6.04,,,,,,,,,,,,,,,,,,,
h = 50,50,25,2.5,2.69,3.43,10.4,3.39,1.74,0.993,4.16,2.71,5.32,3.22,8.42,4.61,0.144,371,,,,,,,,,,,,,,,,,,,
h = 50,50,25,3,3.17,4.04,11.9,3.81,1.71,0.971,4.75,3.05,6.17,3.7,9.64,5.2,0.142,315,,,,,,,,,,,,,,,,,,,
h = 50,50,30,2.5,2.89,3.68,11.8,5.21,1.79,1.19,4.72,3.48,5.92,4.11,11.7,5.73,0.154,346,,,,,,,,,,,,,,,,,,,
h = 50,50,30,3,3.41,4.34,13.5,5.92,1.77,1.17,5.41,3.95,6.88,4.75,13.5,6.51,0.152,293,,,,,,,,,,,,,,,,,,,
h = 50,50,30,4,4.39,5.59,16.4,7.05,1.71,1.12,6.57,4.7,8.58,5.87,16.6,7.77,0.15,228,,,,,,,,,,,,,,,,,,,
h = 50,50,30,5,5.28,6.73,18.6,7.81,1.66,1.08,7.43,5.21,10,6.77,19,8.67,0.147,189,,,,,,,,,,,,,,,,,,,
h = 60,60,40,2.5,3.68,4.68,22.8,12,2.21,1.6,7.61,6.02,9.32,7.01,25.1,9.73,0.194,272,,,,,,,,,,,,,,,,,,,
h = 60,60,40,3,4.35,5.54,26.4,13.9,2.18,1.58,8.81,6.93,10.9,8.18,29.2,11.2,0.192,230,,,,,,,,,,,,,,,,,,,
h = 60,60,40,4,5.64,7.19,32.7,17,2.13,1.54,10.9,8.49,13.8,10.3,36.7,13.7,0.19,177,,,,,,,,,,,,,,,,,,,
h = 60,60,40,5,6.85,8.73,37.9,19.4,2.08,1.49,12.6,9.72,16.4,12.1,43,15.7,0.187,146,,,,,,,,,,,,,,,,,,,
h = 60,60,40,6,7.99,10.2,42.1,21.3,2.03,1.45,14,10.6,18.6,13.7,48.2,17.3,0.185,125,,,,,,,,,,,,,,,,,,,
h = 60,60,40,6.3,8.31,10.6,43.1,21.7,2.02,1.43,14.4,10.9,19.2,14.1,49.5,17.6,0.184,120,,,,,,,,,,,,,,,,,,,
h = 80,80,40,3,5.29,6.74,54.2,18,2.83,1.63,13.5,8.99,17.1,10.4,43.8,15.3,0.232,189,,,,,,,,,,,,,,,,,,,
h = 80,80,40,4,6.9,8.79,68.1,22.2,2.78,1.59,17,11.1,21.8,13.2,55.2,18.9,0.23,145,,,,,,,,,,,,,,,,,,,
h = 80,80,40,5,8.42,10.7,80.1,25.6,2.73,1.54,20,12.8,26.1,15.6,65.1,21.9,0.227,119,,,,,,,,,,,,,,,,,,,
h = 80,80,40,6,9.87,12.6,90.2,28.3,2.68,1.5,22.5,14.1,30,17.8,73.4,24.2,0.225,101,,,,,,,,,,,,,,,,,,,
h = 80,80,40,6.3,10.3,13.1,92.9,29,2.66,1.49,23.2,14.5,31,18.3,75.6,24.8,0.224,97.2,,,,,,,,,,,,,,,,,,,
h = 80,80,40,8,12.5,16,105,31.7,2.57,1.41,26.3,15.9,36.4,21.1,85.8,27.4,0.219,79.9,,,,,,,,,,,,,,,,,,,
h = 90,90,50,3,6.24,7.94,84.3,33.4,3.26,2.05,18.7,13.4,23.2,15.3,76.5,22.4,0.272,160,,,,,,,,,,,,,,,,,,,
h = 90,90,50,4,8.15,10.4,107,41.9,3.21,2.01,23.8,16.8,29.8,19.6,97.5,28,0.27,123,,,,,,,,,,,,,,,,,,,
h = 90,90,50,5,9.99,12.7,127,49.1,3.16,1.96,28.2,19.6,36,23.5,116,32.9,0.267,100,,,,,,,,,,,,,,,,,,,
h = 90,90,50,6,11.8,15,145,55.1,3.11,1.92,32.1,22.1,41.6,27,133,37,0.265,85.1,,,,,,,,,,,,,,,,,,,
h = 90,90,50,6.3,12.3,15.6,149,56.7,3.09,1.91,33.2,22.7,43.2,28,138,38.1,0.264,81.5,,,,,,,,,,,,,,,,,,,
h = 90,90,50,8,15,19.2,173,64.1,3,1.83,38.4,25.6,51.3,32.8,160,43.2,0.259,66.5,,,,,,,,,,,,,,,,,,,
h = 100,100,50,3,6.71,8.54,110,36.8,3.58,2.07,21.9,14.7,27.3,16.7,88.4,25,0.292,149,,,,,,,,,,,,,,,,,,,
h = 100,100,50,4,8.78,11.2,139,46.1,3.53,2.03,27.9,18.4,35.2,21.5,113,31.4,0.29,114,,,,,,,,,,,,,,,,,,,
h = 100,100,50,5,10.8,13.7,166,54.2,3.48,1.99,33.3,21.7,42.6,25.8,135,36.9,0.287,92.8,,,,,,,,,,,,,,,,,,,
h = 100,100,50,6,12.7,16.2,190,61,3.43,1.94,38,24.4,49.4,29.6,154,41.6,0.285,78.8,,,,,,,,,,,,,,,,,,,
h = 100,100,50,6.3,13.3,16.9,197,62.8,3.41,1.93,39.3,25.1,51.3,30.7,160,42.9,0.284,75.4,,,,,,,,,,,,,,,,,,,
h = 100,100,50,8,16.3,20.8,229,71.2,3.32,1.85,45.8,28.5,61.3,36.2,186,48.9,0.279,61.4,,,,,,,,,,,,,,,,,,,
h = 100,100,60,3,7.18,9.14,124,55.7,3.68,2.47,24.7,18.6,30.2,21.2,121,30.7,0.312,139,,,,,,,,,,,,,,,,,,,
h = 100,100,60,4,9.41,12,158,70.4,3.63,2.42,31.6,23.5,39.1,27.3,156,38.7,0.31,106,,,,,,,,,,,,,,,,,,,
h = 100,100,60,5,11.6,14.7,189,83.4,3.58,2.38,37.8,27.8,47.3,32.9,188,45.9,0.307,86.5,,,,,,,,,,,,,,,,,,,
h = 100,100,60,6,13.6,17.4,217,94.8,3.53,2.34,43.3,31.6,55,38,216,52.1,0.305,73.3,,,,,,,,,,,,,,,,,,,
h = 100,100,60,6.3,14.2,18.1,224,97.8,3.52,2.32,44.9,32.6,57.2,39.5,224,53.8,0.304,70.2,,,,,,,,,,,,,,,,,,,
h = 100,100,60,8,17.5,22.4,263,113,3.43,2.25,52.6,37.6,68.6,47,265,62.2,0.299,57,,,,,,,,,,,,,,,,,,,
h = 120,120,60,4,10.7,13.6,249,83,4.28,2.47,41.4,27.7,51.9,31.7,201,47.1,0.35,93.7,,,,,,,,,,,,,,,,,,,
h = 120,120,60,5,13.1,16.7,299,98.6,4.23,2.43,49.8,32.9,63.1,38.4,242,56,0.347,76.1,,,,,,,,,,,,,,,,,,,
h = 120,120,60,6,15.5,19.8,345,112,4.18,2.38,57.5,37.4,73.6,44.5,279,63.8,0.345,64.4,,,,,,,,,,,,,,,,,,,
h = 120,120,60,6.3,16.2,20.7,358,116,4.16,2.37,59.6,38.7,76.6,46.2,290,65.9,0.344,61.6,,,,,,,,,,,,,,,,,,,
h = 120,120,60,8,20.1,25.6,423,135,4.07,2.29,70.6,44.8,92.6,55.3,344,76.6,0.339,49.9,,,,,,,,,,,,,,,,,,,
h = 120,120,60,10,24.3,30.9,486,150,3.96,2.2,80.9,50.1,109,64.2,396,86.1,0.334,41.2,,,,,,,,,,,,,,,,,,,
h = 120,120,80,4,11.9,15.2,302,161,4.46,3.25,50.4,40.1,61.1,46.1,330,65,0.39,83.9,,,,,,,,,,,,,,,,,,,
h = 120,120,80,5,14.7,18.7,365,193,4.41,3.21,60.8,48.2,74.6,56.1,401,77.9,0.387,68,,,,,,,,,,,,,,,,,,,
h = 120,120,80,6,17.4,22.2,423,222,4.37,3.16,70.5,55.5,87.3,65.5,468,89.6,0.385,57.5,,,,,,,,,,,,,,,,,,,
h = 120,120,80,6.3,18.2,23.2,439,230,4.35,3.15,73.2,57.5,90.9,68.2,487,92.9,0.384,54.9,,,,,,,,,,,,,,,,,,,
h = 120,120,80,8,22.6,28.8,524,272,4.27,3.07,87.3,67.9,111,82.4,587,110,0.379,44.3,,,,,,,,,,,,,,,,,,,
h = 120,120,80,10,27.4,34.9,607,311,4.17,2.98,101,77.7,131,97.1,688,126,0.374,36.5,,,,,,,,,,,,,,,,,,,
h = 140,140,80,4,13.2,16.8,440,184,5.12,3.31,62.9,45.9,77.1,52.2,411,76.5,0.43,75.9,,,,,,,,,,,,,,,,,,,
h = 140,140,80,5,16.3,20.7,534,221,5.07,3.26,76.2,55.2,94.3,63.6,499,91.9,0.427,61.4,,,,,,,,,,,,,,,,,,,
h = 140,140,80,6,19.3,24.6,620,255,5.02,3.22,88.6,63.7,111,74.4,583,106,0.425,51.8,,,,,,,,,,,,,,,,,,,
h = 140,140,80,6.3,20.2,25.7,645,264,5.01,3.21,92.2,66.1,115,77.5,607,110,0.424,49.6,,,,,,,,,,,,,,,,,,,
h = 140,140,80,8,25.1,32,775,313,4.92,3.13,111,78.3,141,94,733,130,0.419,39.9,,,,,,,,,,,,,,,,,,,
h = 140,140,80,10,30.6,38.9,905,360,4.82,3.04,129,90.1,168,111,862,150,0.414,32.7,,,,,,,,,,,,,,,,,,,
h = 150,150,100,4,15.1,19.2,607,324,5.62,4.11,80.9,64.8,97.4,73.6,660,105,0.49,66.4,,,,,,,,,,,,,,,,,,,
h = 150,150,100,5,18.6,23.7,738,392,5.58,4.06,98.4,78.4,119,90.1,807,127,0.487,53.7,,,,,,,,,,,,,,,,,,,
h = 150,150,100,6,22.1,28.2,862,455,5.53,4.02,115,91.1,141,106,946,147,0.485,45.2,,,,,,,,,,,,,,,,,,,
h = 150,150,100,6.3,23.1,29.5,897,474,5.52,4.01,120,94.7,147,110,986,153,0.484,43.2,,,,,,,,,,,,,,,,,,,
h = 150,150,100,8,28.9,36.8,1085,568,5.43,3.93,145,114,180,135,1203,183,0.479,34.7,,,,,,,,,,,,,,,,,,,
h = 150,150,100,10,35.3,44.9,1279,663,5.34,3.84,171,133,216,161,1432,214,0.474,28.4,,,,,,,,,,,,,,,,,,,
h = 150,150,100,12,41.4,52.7,1445,742,5.24,3.75,193,148,248,184,1633,240,0.469,24.2,,,,,,,,,,,,,,,,,,,
h = 150,150,100,12.5,42.8,54.6,1482,759,5.21,3.73,198,152,256,190,1679,246,0.468,23.3,,,,,,,,,,,,,,,,,,,
h = 160,160,80,4,14.4,18.4,612,207,5.77,3.35,76.5,51.7,94.7,58.3,493,88.1,0.47,69.3,,,,,,,,,,,,,,,,,,,
h = 160,160,80,5,17.8,22.7,744,249,5.72,3.31,92.9,62.3,116,71.1,600,106,0.467,56,,,,,,,,,,,,,,,,,,,
h = 160,160,80,6,21.2,27,867,288,5.67,3.27,108,71.9,136,83.2,701,122,0.465,47.2,,,,,,,,,,,,,,,,,,,
h = 160,160,80,6.3,22.2,28.2,902,299,5.65,3.25,113,74.7,142,86.7,730,127,0.464,45.1,,,,,,,,,,,,,,,,,,,
h = 160,160,80,8,27.6,35.2,1090,355,5.57,3.18,136,88.8,174,105,883,151,0.459,36.2,,,,,,,,,,,,,,,,,,,
h = 160,160,80,10,33.7,42.9,1281,410,5.46,3.09,160,102,209,125,1041,175,0.454,29.7,,,,,,,,,,,,,,,,,,,
h = 160,160,80,12,39.5,50.3,1443,453,5.36,3,180,113,240,142,1175,194,0.449,25.3,,,,,,,,,,,,,,,,,,,
h = 160,160,80,12.5,40.9,52.1,1479,462,5.33,2.98,185,115,247,146,1204,198,0.448,24.5,,,,,,,,,,,,,,,,,,,
h = 180,180,100,4,16.9,21.6,944,379,6.61,4.19,105,75.8,128,85.1,852,127,0.55,59,,,,,,,,,,,,,,,,,,,
h = 180,180,100,5,21,26.7,1152,460,6.57,4.15,128,92,157,104,1042,154,0.547,47.7,,,,,,,,,,,,,,,,,,,
h = 180,180,100,6,24.9,31.8,1349,535,6.52,4.1,150,107,185,123,1224,179,0.545,40.1,,,,,,,,,,,,,,,,,,,
h = 180,180,100,6.3,26.1,33.3,1406,557,6.5,4.09,156,111,194,128,1277,186,0.544,38.3,,,,,,,,,,,,,,,,,,,
h = 180,180,100,8,32.6,41.6,1711,670,6.42,4.02,190,134,239,157,1560,224,0.539,30.7,,,,,,,,,,,,,,,,,,,
h = 180,180,100,10,40,50.9,2032,785,6.32,3.93,226,157,288,188,1862,263,0.534,25,,,,,,,,,,,,,,,,,,,
h = 180,180,100,12,47,59.9,2313,882,6.21,3.84,257,176,333,216,2130,296,0.529,21.3,,,,,,,,,,,,,,,,,,,
h = 180,180,100,12.5,48.7,62.1,2378,904,6.19,3.82,264,181,343,222,2191,303,0.528,20.5,,,,,,,,,,,,,,,,,,,
h = 200,200,100,4,18.2,23.2,1222,416,7.26,4.24,122,83.2,150,92.8,983,142,0.59,54.9,,,,,,,,,,,,,,,,,,,
h = 200,200,100,5,22.6,28.7,1494,505,7.21,4.19,149,101,185,114,1204,172,0.587,44.3,,,,,,,,,,,,,,,,,,,
h = 200,200,100,6,26.8,34.2,1753,588,7.16,4.15,175,118,218,134,1414,200,0.585,37.3,,,,,,,,,,,,,,,,,,,
h = 200,200,100,6.3,28.1,35.8,1828,612,7.15,4.14,183,122,228,140,1475,208,0.584,35.6,,,,,,,,,,,,,,,,,,,
h = 200,200,100,8,35.1,44.8,2231,738,7.06,4.06,223,148,282,172,1804,251,0.579,28.5,,,,,,,,,,,,,,,,,,,
h = 200,200,100,10,43.1,54.9,2660,867,6.96,3.97,266,173,341,206,2156,295,0.574,23.2,,,,,,,,,,,,,,,,,,,
h = 200,200,100,12,50.8,64.7,3040,976,6.86,3.88,304,195,395,237,2469,333,0.569,19.7,,,,,,,,,,,,,,,,,,,
h = 200,200,100,12.5,52.7,67.1,3128,1000,6.83,3.86,313,200,408,244,2541,341,0.568,19,,,,,,,,,,,,,,,,,,,
h = 200,200,100,16,65.2,83,3661,1139,6.64,3.7,366,228,490,290,2982,391,0.559,15.3,,,,,,,,,,,,,,,,,,,
h = 200,200,120,6,28.7,36.6,1979,891,7.36,4.94,198,149,242,169,1942,245,0.625,34.8,,,,,,,,,,,,,,,,,,,
h = 200,200,120,6.3,30.1,38.3,2064,928,7.34,4.92,206,155,253,177,2028,255,0.624,33.3,,,,,,,,,,,,,,,,,,,
h = 200,200,120,8,37.6,48,2527,1127,7.26,4.85,253,188,313,218,2495,310,0.619,26.6,,,,,,,,,,,,,,,,,,,
h = 200,200,120,10,46.3,58.9,3021,1335,7.16,4.76,302,223,379,263,3001,367,0.614,21.6,,,,,,,,,,,,,,,,,,,
h = 200,200,120,12,54.6,69.5,3465,1516,7.06,4.67,346,253,440,304,3461,417,0.609,18.3,,,,,,,,,,,,,,,,,,,
h = 200,200,120,12.5,56.6,72.1,3568,1557,7.04,4.65,357,260,455,314,3569,428,0.608,17.7,,,,,,,,,,,,,,,,,,,
h = 200,200,120,16,70.2,89.4,4204,1804,6.86,4.49,420,301,549,376,4247,497,0.599,14.2,,,,,,,,,,,,,,,,,,,
h = 250,250,150,6,36.2,46.2,3964,1795,9.27,6.24,317,239,385,270,3877,396,0.785,27.6,,,,,,,,,,,,,,,,,,,
h = 250,250,150,6.3,38,48.4,4141,1873,9.25,6.22,331,250,402,282,4054,413,0.784,26.3,,,,,,,,,,,,,,,,,,,
h = 250,250,150,8,47.7,60.8,5109,2296,9.17,6.15,409,306,501,350,5021,506,0.779,21,,,,,,,,,,,,,,,,,,,
h = 250,250,150,10,58.8,74.9,6168,2752,9.07,6.06,493,367,610,426,6090,605,0.774,17,,,,,,,,,,,,,,,,,,,
h = 250,250,150,12,69.6,88.7,7145,3163,8.98,5.97,572,422,714,497,7088,695,0.769,14.4,,,,,,,,,,,,,,,,,,,
h = 250,250,150,12.5,72.3,92.1,7376,3259,8.95,5.95,590,435,740,514,7326,717,0.768,13.8,,,,,,,,,,,,,,,,,,,
h = 250,250,150,16,90.3,115,8858,3861,8.78,5.79,709,515,905,624,8868,849,0.759,11.1,,,,,,,,,,,,,,,,,,,
h = 260,260,180,6,40,51,4941,2803,9.85,7.42,380,311,454,353,5554,502,0.865,25,,,,,,,,,,,,,,,,,,,
